,ID,Username,Date,Original,Tweet,Hashtags,RT,SA
0,1.2934799729804206e+18,semarangpedia,Wed Aug 12 09:30:31 +0000 2020,Pemkot Semarang berkomitmen segera merealisasikan pemberian kuota internet gratis https://t.co/mBqd1ZX8e6,perintah kota semarang komitmen realisasi kuota internet gratis,,0.0,Normal
0,1.293479888838525e+18,ketikreg_,Wed Aug 12 09:30:11 +0000 2020,@izoneuwu2 @mingurice yujin semarang😭😭,yujin semarang,,0.0,Normal
0,1.29347984050756e+18,Google_IDN,Wed Aug 12 09:30:00 +0000 2020,"Selamat #HariUMKM Nasional!
Simak semangat juang UMKM asal Semarang, Yogyakarta, dan Lombok ini untuk terus memajukan UMKM sebagai penggerak ekonomi bangsa, meski di tengah masa sulit. ➡️ https://t.co/2Zd5fwBMKb 💪 https://t.co/wRJBlJlh5a",selamat nasional simak semangat juang usaha mikro semarang yogyakaa lombok maju usaha mikro gerak ekonomi bangsa sulit,HariUMKM; ,1.0,Normal
0,1.2934798124686377e+18,tingkerbell99,Wed Aug 12 09:29:53 +0000 2020,Hendi Realisasikan Kuota Internet Gratis 37.000 Siswa SMP di Kota Semarang https://t.co/toEDMknSSl lewat @YouTube,hendi realisasi kuota internet gratis siswa kota semarang,,0.0,Normal
0,1.2934797332886323e+18,PemkotSmg,Wed Aug 12 09:29:34 +0000 2020,"PENYERAHAN SOFTWARE DARI PT. TELKOM INDONESIA

Terima kasih kepada PT. Telkom Indonesia atas penyerahan 300 Software Analytics CCTV kepada Pemerintah Kota Semarang.

Bantuan tersebut akan kami manfaatkan untuk CCTV… https://t.co/KqXjoeqrtE",serah software pt telkom indonesia terima kasih pt telkom indonesia serah software analytics cctv perintah kota semarang bantu manfaat cctv,,0.0,Abusive
0,1.2934796518856172e+18,awangdwiavianto,Wed Aug 12 09:29:15 +0000 2020,#koifish #koilovers #koiberkualitas #koi #koihobby #koipond #koisemarang #koilover #semarangkoi #semarang #hobbykoi #jualbelikoi #jualkoisemarang https://t.co/q6FeBDWQJ7,,koifish; koilovers; koiberkualitas; koi; koihobby; koipond; koisemarang; koilover; semarangkoi; semarang; hobbykoi; jualbelikoi; jualkoisemarang; ,0.0,Normal
0,1.2934796413745275e+18,paijhoku,Wed Aug 12 09:29:12 +0000 2020,"RT @elmoerif: Bbrp daerah yang sdh mulai melaksanakan program tersebut antara lain adalah Jakarta, Pekanbaru, Pemalang, Kota Serang, Remban…",daerah laksana program jakaa pekanbaru malang kota serang remban,,4.0,Normal
0,1.2934794789460132e+18,storm_galaxy,Wed Aug 12 09:28:34 +0000 2020,"@pinkeurary ASHSKSVKSK MALU🤧
Mamaku org semarang jadi gini deh wkwk",ashsksvksk malu mama orang semarang deh wkwk,,0.0,Normal
0,1.2934792604227338e+18,__MRaZ,Wed Aug 12 09:27:42 +0000 2020,"@bukantoxic Jika butuh kurir area Ungaran - Semarang, siap antar kak. 😁🤝",butuh kurir area ungar semarang kak,,0.0,Normal
0,1.2934792356092273e+18,jagungrebus131,Wed Aug 12 09:27:36 +0000 2020,"@Sweetli7457 🤣🤣🤣🤣 jauh here
Kalo Semarang lumayan deket bisa ke Prau, Merbabu, Sindoro, sumbing, Sabana merbabu juara pink🤣",here semarang lumayan prau merbabu sindoro sumbing sabana merbabu juara merah muda,,0.0,Normal
0,1.2934790826974536e+18,perempuanketiga,Wed Aug 12 09:26:59 +0000 2020,RT @byabellia: semarang kok iso puanas kyk ngene yo,semarang puanas kayak iya,,1.0,Normal
0,1.2934788267358413e+18,iseebuticy,Wed Aug 12 09:25:58 +0000 2020,"@hyuniversey mauu polaroidnya huhu, dom semarang
btw makasih GA nya dan maw mutualan boleh?👉👈",polaroidnya huhu dom semarang by the way terima kasih nya mutualan,,0.0,"HS, HS_Individu, HS_Other, HS_Weak, Abusive"
0,1.2934787257160458e+18,zyrayhan,Wed Aug 12 09:25:34 +0000 2020,"Sesuatu yg membuatmu kuat sesungguhnya adalah kelemahan terbesarmu.

Semarang~ https://t.co/Ac0t80rPKu",kuat sungguh lemah semarang,,0.0,Normal
0,1.29347868676352e+18,JasaViral,Wed Aug 12 09:25:25 +0000 2020,Jasa Iklan Online Semarang -Sragen -Sukoharjo -Tegal -Temanggung -Wonogiri -Wonosobo - Magelang # #jasaiklan,jasa iklan online semarang sragen sukoharjo tegal tanggung wonogiri wonosobo magelang,jasaiklan; ,0.0,Normal
0,1.293478630262104e+18,dheaasvar,Wed Aug 12 09:25:11 +0000 2020,"@SimpleM81378523 Kost semarang area tembalang, double kill",indekos semarang area tembalang double kill,,0.0,Normal
0,1.2934785461033615e+18,Sweetli7457,Wed Aug 12 09:24:51 +0000 2020,"@jagungrebus131 Aku di Lampung skrg :"") dulu kuliah Semarang kan deket tuh 😭😭 siaaappp. Bener"" wishlist ini :"")",lampung,,0.0,Normal
0,1.293478528965464e+18,SalmanFarisyi7,Wed Aug 12 09:24:47 +0000 2020,"Akhirnya gua pilih jurusan pendidikan matematika di UIN Bandung dan UIN Semarang serta ilmu falak di UIN Surabaya. Kebetulan karena gua suka MTK,yah ambil jurusan itu ajalah.",gue pilih jurus didik matematika universitas islam negeri bandung universitas islam negeri semarang sea ilmu falak universitas islam negeri surabaya gue suka matematika ya ambil jurus,,0.0,"Abusive, HS_Individu, HS_Other"
0,1.2934784447522365e+18,mogujjanq,Wed Aug 12 09:24:27 +0000 2020,"Mantan ngechat, basabasi nanya kabar. Kemudian nanya nanya kapan ada waktu luang dia mau ke Semarang. Kemudian nanya nanya drakor rekomended apa karna mau dikasihin ke bosnya. Lalu cerita pamer dia deket sama bosnya. 

Dalam hatiku, ""lantas aku kudu ngapain bangsat""",mantan ngechat basabasi kabar luang semarang drama korea rekomended dikasihin bos cerita pamer bos hati,,0.0,Normal
0,1.2934782704159908e+18,BKIPMAdisumarmo,Wed Aug 12 09:23:45 +0000 2020,RT @bkipmsemarang: Yeayyy... Selamat untuk para pemenang Penghargaan Pekan Pelayanan Publik👏Dan Selamat untuk Tim BKIPM Semarang👍yang telah…,yeayy selamat menang harga pekan layan publikdan selamat tim badan karantina ikan kendali mutu aman hasil ikan semarangyang,,2.0,"HS, Abusive"
0,1.2934782065116897e+18,rupbasansmg,Wed Aug 12 09:23:30 +0000 2020,"Rabu, 12 Agustus 2020

Ka. Rupbasan Semarang bersama dengan seluruh Ka. UPT se-Jawa Tengah mengikuti Kegiatan Penguatan Pembangunan Zona Integritas menuju WBK dan WBBM di Aula Kantor Wilayah Kementerian Hukum dan… https://t.co/zhWLFrU0iJ",rabu agustus kakak rupbasan semarang kakak upt jawa giat kuat bangun zona integritas tuju wbk wbbm aula kantor wilayah menteri hukum,,0.0,Normal
0,1.2934781369951846e+18,ashbulbasaurr,Wed Aug 12 09:23:14 +0000 2020,@nxrdboy Semarang banyak yg cakep kok. Boti semua tapi,semarang cakap bot,,0.0,Normal
0,1.2934781145514557e+18,BKIPMAdisumarmo,Wed Aug 12 09:23:08 +0000 2020,RT @bkipmsemarang: (11/08) Perwakilan BKIPM Semarang mengikuti Forum Knowledge Sharing Pembangunan Zona Integritas menuju WBK/WBBM lingkup…,wakil badan karantina ikan kendali mutu aman hasil ikan semarang forum knowledge sharing bangun zona integritas tuju wbk wbbm lingkup,,2.0,"HS, HS_Other, Abusive"
0,1.293477996297257e+18,Vinaanvv,Wed Aug 12 09:22:40 +0000 2020,Hawanya semarang banget 😊,hawa semarang banget,,0.0,Normal
0,1.2934778532966195e+18,KreatifGm,Wed Aug 12 09:22:06 +0000 2020,"Semarang Beanbag 2 ukuran &amp; 2 bahan, dijual include isi stereofoam bal+packing:

*Open PO Beanbag*
1. Utk Dewasa 60cmx90cm
Pyramid - leather : 740k
Pyramid - canvas polos/katun corak : 520k

Avocado - leather : 720k
Avocado - canvas polos/katun corak: 495k https://t.co/LLXAsQSwMK",semarang beanbag ukur bahan jual include isi stereofoam bal packing open po beanbag dewasa pyramid leather pyramid canvas polos katun corak avocado leather avocado canvas polos katun corak,,0.0,Normal
0,1.2934776494199685e+18,kupromo,Wed Aug 12 09:21:17 +0000 2020,Jual Stiker Mesin Cuci 2 Tabung Keroppi ~ https://t.co/Z8vYmb37lt  #jakarta #semarang #jogja #surabaya #malang #kediri #jember  #madura,jual stiker mesin cuci tabung keroppi,jakarta; semarang; jogja; surabaya; malang; kediri; jember; madura; ,0.0,Normal
0,1.293477551969452e+18,721Mubarok,Wed Aug 12 09:20:54 +0000 2020,RT @ganjarpranowo: Semoga husnul khotimah --- Suasana Duka Selimuti Kediaman KH Ahmad Naqib Noor AH di Semarang https://t.co/vvcwhzmRRO lew…,moga husnul khotimah suasana duka selimut diam kh ahmad naqib noor ah semarang,,67.0,"Abusive, HS_Weak"
0,1.2934774710612828e+18,LuluulKarimah5,Wed Aug 12 09:20:35 +0000 2020,"Kau, Hulubalang Negeri
Karya. Lulu’ul Karimah

Semarang, 12 Agustus 2020

#hutky15 #kyri #pkyjateng
@PKYJateng1 https://t.co/DpyXJA1Hsn",hulubalang negeri karya lulu ul karimah semarang agustus,hutky15; kyri; pkyjateng; ,0.0,Normal
0,1.2934773735437722e+18,Naizarusama,Wed Aug 12 09:20:12 +0000 2020,"RT @IAR_Indonesia: Sahabat, belum lama ini kami bersama Dirjen KSDAE, Direktur KKH, BKSDA Jawa Tengah, BKSDA Kalimantan Barat dan Karantina…",sahabat direktur jenderal ksdae direktur kkh bksda jawa bksda kalimantan barat karantina,,29.0,HS
0,1.293477297958187e+18,jjunieluv,Wed Aug 12 09:19:54 +0000 2020,@skysafie aku pesen ini dr semarang tau nihh untung pas nyampe ga pecah:”),pesan semarang tau nih untung pas pecah,,0.0,Normal
0,1.2934772918722765e+18,zainmuhamadsyaf,Wed Aug 12 09:19:52 +0000 2020,"RT @hendrarprihadi: CCTV DI KOTA SEMARANG BISA APA ?!

hari ini CCTV di Kota Semarang bukan hanya digunakan sebagai pemnatauan wilayah, tet…",cctv kota semarang cctv kota semarang pemnatauan wilayah tet,,65.0,Normal
0,1.2934770951006577e+18,Nika58964527,Wed Aug 12 09:19:05 +0000 2020,"READY 😊 COD / INCLUDE / sore ready yuks isi slotnya yuks❤🌹
081298733978

#BOsemarang
#AVAIL4BOOKING
#openbosemarang
#availsemarang
#WPsemarang
#angelsemarang
#bisyarsemarang
#bispaksemarang
#includesemarang
#semarang
#kulinerlendir
#kimcilsemarang 
#CODsemarang 
#cewekbispak",ready cod include sore ready ayo isi slotnya ayo,BOsemarang; AVAIL4BOOKING; openbosemarang; availsemarang; WPsemarang; angelsemarang; bisyarsemarang; bispaksemarang; includesemarang; semarang; kulinerlendir; kimcilsemarang; CODsemarang; cewekbispak; ,0.0,Normal
0,1.293476699242238e+18,storm_galaxy,Wed Aug 12 09:17:31 +0000 2020,@cuteuwufangirl Aku di Tegal tp mamaku org Semarang😂 jdi bisa deh,tegal mama orang semarang deh,,0.0,Normal
0,1.2934766931353928e+18,Deaprassetyo,Wed Aug 12 09:17:29 +0000 2020,hai semarang https://t.co/qpCMahqqyL,hai semarang,,0.0,Normal
0,1.2934766773479956e+18,like_limelightt,Wed Aug 12 09:17:26 +0000 2020,"RT @hendrarprihadi: LAUNCHING KUOTA INTERNET GRATIS KOTA SEMARANG

hari ini paling tidak ada 37.000 siswa SMP di Kota Semarang yang telah d…",launching kuota internet gratis kota semarang siswa kota semarang,,163.0,Normal
0,1.2934766470903235e+18,OPEN_BO_SMRNG,Wed Aug 12 09:17:18 +0000 2020,"Hello beb,Ready ya
(Include Hotel)
RR?DM
#OpenBOsemarang
#Exposemarang
#bisyarsemarang
#bispaksemarang
#bosemarang 
#Semarang
#opensemarang 
#bokingansemarang 
#lendirsemarang
#openbosemarang 
#angelsemarang 
#semarangbo
#WPSemarang
#semarangopenBO 
#cewekbookingan https://t.co/IMMnBZETuo",halo sayang ready ya include hotel rr direct message,OpenBOsemarang; Exposemarang; bisyarsemarang; bispaksemarang; bosemarang; Semarang; opensemarang; bokingansemarang; lendirsemarang; openbosemarang; angelsemarang; semarangbo; WPSemarang; semarangopenBO; cewekbookingan; ,0.0,Normal
0,1.2934766448337715e+18,luhvcious,Wed Aug 12 09:17:18 +0000 2020,@kyumabae Semarang,semarang,,0.0,Normal
0,1.293476517557592e+18,yosiemdp,Wed Aug 12 09:16:48 +0000 2020,"Golek tas mulai jastip sby, bali, jkt, jogja dak onok dapete di semarang. Rejeki emang",golek tas jastip susilo bambang yudhoyono bal jakarta yoyakarta dak onok dapete semarang rejeki,,0.0,Normal
0,1.2934754531565076e+18,izoneuwu2,Wed Aug 12 09:12:34 +0000 2020,@luvyuj @mingurice Lokal bgt anjrot dr semarang 😭😭😭,lokal banget anjrot semarang,,0.0,Normal
0,1.2934754118930022e+18,elisanewbie,Wed Aug 12 09:12:24 +0000 2020,kalo mau yang cantik yang wangi berani bayar mahal soalnya cantik itu butuh perawatan😁kalo mau yg nangkring dijalan silakan yang  area semarang bisa nyari diponcol 😂.gini lah bedain aja ayam kfc sama ayam fried chicken pinggir jalan pasti beda rasa kan ?🌷,cantik wangi berani bayar mahal cantik butuh perawatankalo nangkring jalan sila area semarang cari diponcol beda ayam kentaki fried chicken ayam fried chicken pinggir jalan beda,,0.0,"Abusive, HS"
0,1.2934752813200302e+18,zandara089,Wed Aug 12 09:11:53 +0000 2020,"RT @OktaviaAnanda12: Open BO semarang area💗
Slot terbatas 💋
Info RR by DM

#bosemarang
#bokingansemarang
#openbosemarang
#WPsemarang
#angel…",open bo semarang area slot batas info rr by direct message,bosemarang; bokingansemarang; openbosemarang; WPsemarang; ,1.0,Normal
0,1.2934752533063188e+18,BiewNathathai,Wed Aug 12 09:11:46 +0000 2020,"RT @Iconeeyah: Ci @kkimmiess
Di semarang ada yg kek begini?? Coba bagi satu lah 😭😭😭😭
#poddkhao #ป๊อดหิวข้าว #ต้นหนชลธี #plapodd #plapoddsup…",ci semarang kayak coba,poddkhao; ป๊อดหิวข้าว; ต้นหนชลธี; plapodd; ,2.0,Normal
0,1.2934751353541018e+18,bhp_semarang,Wed Aug 12 09:11:18 +0000 2020,"PASTI #KumhamPASTIWBKWBBM

Selamat Sore #SobatPengayoman Info @kemenkumham_jateng

kali ini Mimin akan memberi info tentang pendaftaran merek, simak terus ya☺

@djki_indonesia 
#KumhamPasti #JatengPASTIGayeng #Kemenkumham
#JatengPASTIGayengPASTIProduktif
#ahuonlinepasticepat https://t.co/poGCRAhk4Z",selamat sore info kali admin info daftar merek simak ya,KumhamPASTIWBKWBBM; SobatPengayoman; KumhamPasti; JatengPASTIGayeng; Kemenkumham; JatengPASTIGayengPASTIProduktif; ahuonlinepasticepat; ,0.0,Normal
0,1.2934750107832812e+18,NaelaaaN,Wed Aug 12 09:10:48 +0000 2020,"@sbmptnfess Bissmillah, makasi sblmnya ya nder udh mau do'ain, nitip doa yaa
Intan Naelatul Rizki
Pend Ekonomi Akuntansi
Univ Negeri Semarang

Semoga kita lolos SBMPTN 2020 ya nder, Allahumma Sholi'ala Sayyidina Muhammad, Aamiin",bissmillah terima kasih ya nder do ain titip doa ya intan naelatul rizki pend ekonomi akuntansi universitas negeri semarang moga lolos seleksi masuk guru negeri ya nder allahumma sholi ala sayyidina muhammad amin,,0.0,"Abusive, HS_Individu"
0,1.293474862288298e+18,Halahoposih1,Wed Aug 12 09:10:13 +0000 2020,"Reta masi stay di #semarang ya syg 💗💗
Yuk atur jadwal yukk
Rr by Dm/wa : 081393561814
#bosemarang #wpsemarang #angelsemarang #semarangbo
#availsemarang
#lendirsemarang 
#bokingansemarang 
#realangel #realbo
#openbosemarang
#bisyarsemarang #bispaksemarang https://t.co/ddjukp31rU",reta stay ya sayang yuk atur jadwal ayo rr by direct message wa,semarang; bosemarang; wpsemarang; angelsemarang; semarangbo; availsemarang; lendirsemarang; bokingansemarang; realangel; realbo; openbosemarang; bisyarsemarang; bispaksemarang; ,0.0,Normal
0,1.2934748569991127e+18,wulanda__,Wed Aug 12 09:10:12 +0000 2020,"Edan sih ini.. dari wonosobo mau pulang ke semarang, tanjakannya mau 10 kilo sendiri 😭",edan sih wonosobo pulang semarang tanjak kilo,,0.0,Normal
0,1.2934748406412984e+18,chachamlee,Wed Aug 12 09:10:08 +0000 2020,@sweetnanaaaaaa Dom semarang,dom semarang,,0.0,Normal
0,1.2934748262464758e+18,izoneuwu2,Wed Aug 12 09:10:04 +0000 2020,"YUJIN SEJAK KAPAN DARI SEMARANG ANJROT 😭😭😭😭

Gw kira ada surat cinta nya le 🙄 thanks a lot pacar minju @mingurice https://t.co/gbAIGF1GX2",yujin semarang anjrot gue surat cinta nya le terima kasih a lot pacar minju,,0.0,"Abusive, HS_Individu, HS_Weak"
0,1.2934747161082511e+18,otospeed_portal,Wed Aug 12 09:09:38 +0000 2020,"Perdana Road Race 2020 Siap Digelar Akhir Bulan Agustus Di Mijen Semarang, Semua Kelas Lengkap Lur    https://t.co/FmpirIvIbo lewat @Otospeed.id",perdana road race gelar agustus mijen semarang kelas lengkap bro,,0.0,Normal
0,1.293474636965884e+18,paiphalevi,Wed Aug 12 09:09:19 +0000 2020,"RT @c4lon_imamku: Innalilahi wa Inna ilaihi Raji'un, Imam Besar Masjid Kauman Semarang KH Ahmad Naqib Noor Berpulang

Insya Allah hanya di…",innalilahi wa inna ilaihi raji uji nasional imam masjid kaum semarang kh ahmad naqib noor pulang insya allah,,4.0,Normal
0,1.2934745617578312e+18,harutofcgirl_,Wed Aug 12 09:09:01 +0000 2020,"Sumpah ya aku kesel bgt sama kantorku , bisa - bisanya nyuruh ke Jogja sama Semarang dalam sehari??? Mendadak lagi rek 😭😭😭",sumpah ya kesal banget kantor suruh yoyakarta semarang dadak rek,,0.0,Normal
0,1.293474084186026e+18,lalandutty,Wed Aug 12 09:07:07 +0000 2020,"Ok awal mei jualan sembako. Puasa"" gotong gula, beras, jualan pack""an. Telor. Semua sembako. Jualan paketen lebaran, bantuan covid. Dijual pokoknya... Biar tetep gajian. Gaji sih masih full 100% walau dibawah UMR. UMR Semarang sekarang harusnya diatas 2,5 juta. Tp eik terima 1,75",oke mei jual sembako puasa,,0.0,Normal
0,1.2934739879225508e+18,ansorwedung,Wed Aug 12 09:06:44 +0000 2020,"RT @Rahman_Nashir: 10.Beberapa daerah yang sudah mulai melaksanakan program tersebut antara lain adalah Jakarta, Pekanbaru, Pemalang, Kota…",daerah laksana program jakaa pekanbaru malang kota,,7.0,Normal
0,1.29347388393737e+18,dodolomah,Wed Aug 12 09:06:20 +0000 2020,grosir tas blacu polos https://t.co/2OX6mtM6sR #jakarta #bogor #depok #tangerang #bekasi #bandung #semarang #cirebon,grosir tas blacu polos,jakarta; bogor; depok; tangerang; bekasi; bandung; semarang; cirebon; ,0.0,Normal
0,1.2934737860297318e+18,alterbaik1,Wed Aug 12 09:05:56 +0000 2020,@e_semarang Kok bagus bgt sih menjulang menantang mulus 🤤,bagus banget sih julang tantang mulus,,0.0,Normal
0,1.2934737391375196e+18,tauf1kh,Wed Aug 12 09:05:45 +0000 2020,"#Repost @pu_kotasemarang
• • • • • •
Semarang, Indonesia

Core drill pekerjaan kel. Kalibanteng Kidul... Kok iso jeneng e Kalibanteng ya lur.. opo mbien kui ono kali isine nggo adus banteng lur... Sing ngerti mbok… https://t.co/7E5hdJTD0L",semarang indonesia core drill kerja keluarga kalibanteng kidul jeneng e kalibanteng ya bro mbien ono kali isi adus banteng bro sing ngei mbok,Repost; ,0.0,"Abusive, HS_Group, HS"
0,1.2934737162029507e+18,mahardi79380950,Wed Aug 12 09:05:40 +0000 2020,@SimpleM81378523 Kost ku nang semarang aman pak bos😎😎 sini ngekost dirumahku😁😁,indekos ku semarang aman bos ngekost rumah,,0.0,"HS, HS_Other, HS_Weak, Abusive"
0,1.2934736251361935e+18,clothinkonveksi,Wed Aug 12 09:05:18 +0000 2020,Konveksi Semarang harga murah terjangkau dan bergaransi. Follow clothinkonveksi. Fast Respon 0813-5358-3358 (SMS/WA),konveksi semarang harga murah jangkau garansi follow clothinkonveksi fast respon sms wa,,0.0,Normal
0,1.293473548921647e+18,dotsemarang,Wed Aug 12 09:05:00 +0000 2020,"Foto : Apakah Ini Starbuck Kota Lama Semarang ? https://t.co/meVmO0IHE0
#Semarang 
#Blog",foto starbuck kota semarang,Semarang; Blog; ,0.0,Normal
0,1.2934735090714132e+18,RizkaWdy_,Wed Aug 12 09:04:50 +0000 2020,"Niat nganter keluarga ng bandara Semarang, reti2 bpk ""yok mangkat wis tak golekke tiket"" untung ngajak si om buat gantian nyopir, klu engga kan jadinya ninggal mobil di bandara -_-

Pergi seminggu ga bawa baju ganti, skip sekolah, planning main semingu jadi wacana doang :')) https://t.co/NuFrqP4Koa",niat keluarga ng bandara semarang,,0.0,Normal
0,1.2934733740987924e+18,kaichx_,Wed Aug 12 09:04:18 +0000 2020,@wooziuniverse_ @mywoozi_verse Ke semarang roti gua udah gaberbentuk,semarang roti gue gaberbentuk,,0.0,Normal
0,1.293473346927997e+18,moteloft,Wed Aug 12 09:04:12 +0000 2020,"@pritenovee dari semarang, kak :D",semarang kak,,0.0,Normal
0,1.2934732252722504e+18,ragnalaa,Wed Aug 12 09:03:43 +0000 2020,@jogmfs Kowe ngeprank stasiun semarang po nder jane?😭,ngeprank stasiun semarang po nder jane,,0.0,Normal
0,1.2934729474625208e+18,aqil_fakhrian,Wed Aug 12 09:02:36 +0000 2020,@schasyana Dulu kan aku suka bolak balik semarang-jogja. Halan halan wkwkwk,suka bolak semarang yoyakarta wkwk,,0.0,Abusive
0,1.293472845532545e+18,chrysnth01,Wed Aug 12 09:02:12 +0000 2020,"@hyuniversey Mwu polaa dom semarang, thanks for ga❤️",mwu polaa dom semarang terima kasih for,,0.0,Abusive
0,1.2934727247617188e+18,lalandutty,Wed Aug 12 09:01:43 +0000 2020,"Setelah itu ya nggak ada event lagi wong 16 maret 2020 Semarang udah Lockdown nggak boleh ada kerumunan. Iyalah.. Tp dlm 2 minggu masih ada meeting"" event. Dengan asumsi bahwa coronces akan hilang bulan april atau mei laahh... Kita masih positif thinking. Walaupun entah smp kpn",ya event orang maret semarang lockdown kerumun iya minggu meeting,,0.0,Normal
