,ID,Username,Date,Original,Tweet,Hashtags,RT,SA
0,1462378948310941701,RizaludinY,2021-11-21 11:14:45+00:00,@susipudjiastuti Bukan kesalah kita tapi kesalahan yang maha benar paduka lord. LBp,salah salah maha paduka lord low back pain,,0,Abusive
0,1462378830534873094,Elghuvven,2021-11-21 11:14:17+00:00,"Real magic in relationships means an absence of judgment of others.

Atta Tupperware Innalillahi Kesalahan",real magic in relationships means an absence of judgment of others atta tupperware innalillahi salah,,1,"HS, HS_Other"
0,1462378751983902725,swittylck,2021-11-21 11:13:58+00:00,"Maaf ya, jika masih banyak kesalahan saat mengetik.

Jika berkenan, dan ada yang perlu ditanyakan atau ingin memberi kritik, dan saran, boleh sekali untuk mengisi link yang telah tersedia di bawah ini.

sc : https://t.co/Yba0R2Y1rw

Terima kasih &lt;3",maaf ya salah etik kenan kritik saran isi link sedia sc,,0,"HS, HS_Individu, HS_Weak, Abusive"
0,1462378687949467651,Elghuvven,2021-11-21 11:13:43+00:00,"Relationships based on obligation lack dignity.

Atta Tupperware Innalillahi Kesalahan",relationships based on obligation lack dignity atta tupperware innalillahi salah,,1,Abusive
0,1462378575420608514,Syahrun_aja,2021-11-21 11:13:16+00:00,"@PutraWadapi ""Jokowi adalah Kita"" ( Salah satu slogan kampanye pak Jenus) 
Banyak TKA cina...... , Luhut : ini kesalahan Jokowi",,,0,"Abusive, HS"
0,1462378556986519556,Elghuvven,2021-11-21 11:13:12+00:00,"Strong emotions such as passion and bliss are indications that you're connected to Spirit, or 'inspired' if you will
When you're inspired, you activate dormant forces, and the abundance you seek in any form comes streaming into your life

Atta Tupperware Innalillahi Kesalahan",strong emotions such as passion and bliss are indications that re connected to spirit orang inspired if will when re inspired activate dormant forces and the abundance seek in any borang comes streaming into your life atta tupperware innalillahi salah,,1,Abusive
0,1462378554142822405,IstriNajaemin13,2021-11-21 11:13:11+00:00,Sebuah kesalahan pernah suka sama kamu:(,buah salah suka,,0,"Abusive, HS_Individu, HS_Physical"
0,1462378473222119441,Zainudd82802563,2021-11-21 11:12:52+00:00,"@KompasTV Bukan kesalahan kita boss,kejahatan yg punya wewenang.china msk sementara org kita banyak yg nganggur,ngaku turis padahal kerja jd tkg besi,tkg kayu dan jg cangkul.sementara di Indonesia kan banyak...",salah bos jahat wewenang cina masuk orang anggur turis kerja tukang besi tukang kayu cangkul indonesia,,0,"HS, HS_Group, HS_Other, HS_Moderate, Abusive"
0,1462378375729668099,Viqy_Qunyil,2021-11-21 11:12:29+00:00,"Manis didepan, ku kira sudah sadar akan beberapa kesalahan. Ternyata banyak rahasia yang tersimpan 🥺 manusia begitu menakutkan..",manis ku sadar salah nyata rahasia simpan manusia takut,,0,Normal
0,1462378367013974018,Elghuvven,2021-11-21 11:12:27+00:00,"A great hallmark of mental wellness is the ability to be in the present moment, fully and with no thoughts of being elsewhere.

Atta Tupperware Innalillahi Kesalahan",a great hallmark of mental wellness is the ability to be in the present momen fully and no thoughts of being elsewhere atta tupperware innalillahi salah,,1,Normal
0,1462378301767380999,maryanadiah,2021-11-21 11:12:11+00:00,"Kesalahan golek kafe sek internet e ora berbayar yo ngene i, angel dan lemots",salah golek kafe sek internet e bayar iya i angel lemots,,0,Normal
0,1462378247186890758,muamalzlf,2021-11-21 11:11:58+00:00,"@KompasTV Giliran kesalahan bilangnya kita, kalo ada sedikit saja hal baik berkat saya kami kabinet dan jkw jkw",gilir salah bilang berkat kabinet jokowi jokowi,,0,Normal
0,1462378244070461444,fantastixboy,2021-11-21 11:11:57+00:00,"org lain yg melakukan kesalahan
kitanya yg malu",orang laku salah malu,,0,Normal
0,1462378186335916038,Elghuvven,2021-11-21 11:11:43+00:00,"Love is the ability and willingness to allow those that you care for to be what they choose for themselves without any insistence that they satisfy you.

Atta Tupperware Innalillahi Kesalahan",love is the ability and willingness to allow those that care for to be they choose for themselves any insistence that they satisfy atta tupperware innalillahi salah,,1,Abusive
0,1462378175384588290,bewyuti,2021-11-21 11:11:41+00:00,"boleh gak ya aku sesekali egois ,kaya umn kali ini aja aku pengen dia mikir tntang kesalahan yg dia lakuin tanpa harus aku kasih tau hzzz",ya sekal egois kayak umn kali pikir tntang salah laku kasih tau hzz,,0,Abusive
0,1462378077581819904,ofMinyo,2021-11-21 11:11:18+00:00,"@topokkiw iya kak bee, itu ceritanya tuh sebenernya kesalahan aku. mana limited kan, aku beli pas dijenguk. ternyata aku lupa ganti alamat malah ke asrama. bayangin itu masih sealed kak :) terus nama aku tuh kaya di perhatiin dari lama karena suka bawa perintilan kpop gitu :) jadi diincer",iya kak bee cerita salah limited beli pas jenguk nyata lupa ganti alamat asrama bayang sealed kak nama kayak perhati suka bawa perintilan korea pop diincer,,0,Abusive
0,1462378048615956480,mamasilham17,2021-11-21 11:11:11+00:00,"kesalahan saya Dekat dengan kamu  itu pake hati , mungkin kalo tidak pake hati takan serumit ini .",salah pakai hati pakai hati rumit,,0,Normal
0,1462378003044790277,reyvanhan,2021-11-21 11:11:00+00:00,"@t0ngk0s0ng @everlyna Ah tidak usang juga, yang namanya konflik antar manusia kemungkinan besar selalu ada yang salah baik disengaja atau tidak. Di kasus ini yang saya lihat, ada kesalahan dalam beretika dari konsumen yang menyebabkan thread ini ada. Tapi sisa point anda saya setuju 🤝",ah usang nama konflik manusia salah sengaja lihat salah etika konsumen thread sisa point tuju,,0,Abusive
0,1462377986443726852,ptdforlive,2021-11-21 11:10:56+00:00,"Sebelum melakukan registrasi, usahakan sudah membaca event details yaa supaya tidak ada kesalahan. Jika masih ada yang mau ditanyakan, bisa langsung mention atau DM yaa 😊",laku registrasi usaha baca event details ya salah langsung mention direct message ya,,0,"HS, HS_Individu"
0,1462377957876326408,PAKWENDYS94,2021-11-21 11:10:49+00:00,"Pakwendys baru aja ngelakuin kesalahan, jadi badmood sendiri 😮‍💨",pakwendys laku salah badmood,,0,Normal
0,1462377891312783367,Rennadler,2021-11-21 11:10:33+00:00,"Judgements prevent us from seeing the good that lies beyond appearances.

Atta Tupperware Innalillahi Kesalahan",judgements prevent us from seeing the good that lies beyond appearances atta tupperware innalillahi salah,,0,Normal
0,1462377856374231046,bukanfaiss,2021-11-21 11:10:25+00:00,"Sedih, doi nggak sukses di emyu. Bukan murni kesalahan dia sih, tapi pemainnya juga nggapleki angel diatur. https://t.co/5Wx4hXCyJ6",sedih sukses manchester united murni salah sih main nggapleki angel atur,,0,Normal
0,1462377821058527232,KEZIAAM0UR,2021-11-21 11:10:16+00:00,"@null Sederet Kesalahan yang Sering Dilakukan Saat Bawa Bagasi Kabin, Jangan Sampai Di  https://t.co/y13UVLKQLj",deret salah laku bawa bagasi kabin,,0,Normal
0,1462377813336420354,hiiseyuu,2021-11-21 11:10:15+00:00,"Lebih seru lagi kalo ada Weird Genius Koh !

Terus bareng bareng nyanyiin Lathi 🔥🔥

""Kowe raiso mlayu, soko kesalahan ajining diri ono ing lathi""

Artinya cari tau sendiri di google 🤭✌🏻 https://t.co/lExwyjC5ib",seru aneh genius koh bareng bareng nyanyi lathi,,0,Abusive
0,1462377600555249665,Armeiliaas,2021-11-21 11:09:24+00:00,Anj banget jadi cowok. Lo yang lakuin kesalahan selalu berlindung ke Rachel. LO PUNYA NYALI NGGAK. BISANYA NGADU AJA ANJIR,anjing banget cowok laku salah lindung rachel nyali adu anjir,,0,Normal
0,1462377599322103817,Rennadler,2021-11-21 11:09:23+00:00,"It is impossible for you to be angry and laugh at the same time.
Anger and laughter are mutually exclusive and you have the power to choose either.

Atta Tupperware Innalillahi Kesalahan",it is impossible for to be angry and laugh at the time anger and laughter are mutually exclusive and have the power to choose either atta tupperware innalillahi salah,,0,Abusive
0,1462377591139336193,naynice_,2021-11-21 11:09:22+00:00,Orang sukses akan mengambil keuntungan dari kesalahan dan mencoba lagi dengan cara yang berbeda #TweetLuvchu,orang sukses ambil untung salah coba beda,tweetluvchu ,0,"HS, HS_Other"
0,1462377580892659716,RicardoNelison,2021-11-21 11:09:19+00:00,"mungkin banyak kesalahan di tahun ini, tapi di tahun yg akan datang,aku berusaha untuk lebih baik lagi. :)♥",salah usaha,,0,Abusive
0,1462377542535770115,Tiaelf_loveSJ,2021-11-21 11:09:10+00:00,"“Jangan takut membuat kesalahan.
Kesalahanmu selalu mengajarkan sesuatu.
Sesuatu yang membuatmu dewasa.” -
Hangeng -",takut salah salah ajar dewasa han geng,,0,Abusive
0,1462377486604386307,shajunki,2021-11-21 11:08:57+00:00,Tadi postingan pertama masih polosan. Buat kesalahan ceunah. Wkwk https://t.co/Uo0QGp0Ode,postingan peama polos salah ceunah wkwk,,0,Normal
0,1462377467193495552,awayizonuts,2021-11-21 11:08:52+00:00,"Kadang butuh kesalahan tuk buatmu bijaksana, karena dari sebuah kesalahan kamu memperoleh pelajaran terbaik tentang hidup",kadang butuh salah bijaksana buah salah ajar hidup,,0,"Abusive, HS_Individu"
0,1462377454484733954,Jhnmlni4071,2021-11-21 11:08:49+00:00,"agar hatimu tenang, mulailah
memaafkan dan menyadari bahwa
terkadang seseorang bisa saja
melakukan kesalahan",hati tenang maaf sadar terkadang orang laku salah,,0,HS
0,1462377295079886850,Rennadler,2021-11-21 11:08:11+00:00,"Self-worth comes from one thing - thinking that you are worthy.

Atta Tupperware Innalillahi Kesalahan",self comes from one thing thinking that are wohy atta tupperware innalillahi salah,,0,Abusive
0,1462377253807935499,itouasaaki,2021-11-21 11:08:01+00:00,"@canctiks #semua kesalahan fatal saat menjalin hubungan yang gak bisa diberikan kesempatan kedua, itu apa?",salah fatal jalin hubung,semua ,0,Normal
0,1462377164733444097,Dewi_Aghyta,2021-11-21 11:07:40+00:00,"Banyak TKA China di Indonesia yang Kerja pada Sektor Tambang, Luhut: Ini Kesalahan Kita, kesalahan yang disengaja yaa Pak ? https://t.co/kAjD5uo8uo",tenaga kerja asing cina indonesia kerja sektor tambang luhut salah salah sengaja ya,,0,"Abusive, HS_Group, HS_Moderate, HS"
0,1462377117778276352,svveetcandy_,2021-11-21 11:07:29+00:00,@airhuwjan @Dotebrown @bertanyarl wkwkwk padahal reply kamu jg menutupi kesalahan lain🤷🏻‍♀️,wkwk reply tutup salah,,0,Normal
0,1462377112396988422,hdjlwlrma,2021-11-21 11:07:27+00:00,Dita mati2an jaga etika di Korea biar ga malu2in Indo eh org Indonya sibuk nyari kesalahan sama nga hate baguslah Dita ga main twt jadi ga ngebaca betapa kejamnya ketikan2 haters di twt,dita jaga etika korea biar indonesia eh orang indonesia sibuk cari salah hate bagus dita main twit ngebaca betapa kejam hater twit,,1,Abusive
0,1462376922214666241,fz1smail,2021-11-21 11:06:42+00:00,"""Saya belajar dari kesalahan saya, jadi saya putuskan untuk membuat lebih bnyk kesalahan untuk belajar lbih banyak"" - in memoriam Ole",,,0,Abusive
0,1462376819840061443,Levayz1,2021-11-21 11:06:18+00:00,"Mari lihat kilas balik masa lalu, 
Menemukan sedikit kemungkinan yang tersisa. 
Biart kumencari setitik harapan, 
Agar kuyakini mencintaimu bukanlah sebuah kesalahan.",mari lihat kilas temu sisa bia cari titik harap cinta buah salah,,0,"Abusive, HS_Individu"
0,1462376766647910401,eswants2die,2021-11-21 11:06:05+00:00,"@syamimroslan69 1. kendiri: fahami bahawa rogol itu satu jenayah dan kesalahan dari segi undang2 dan moral
2. sekolah/komuniti: wujudkan subjek to teach kids/ppl abt sex, safe sex and maintaining good relationships. teach them to view other humans as individuals, instead of objek untuk puaskan",kendiri paham rogol jenayah salah segi moral sekolah komuniti wujud subjek to teach kids ppl abt sex aman sex and maintaining good relationships teach them to view other humans as individuals instead of objek puas,,0,Normal
0,1462376356382396417,andrika_reyhan,2021-11-21 11:04:27+00:00,Kamu telah menang jika kamu bisa memaafkan kesalahan seseorang.,menang maaf salah orang,,0,"HS, HS_Individu, HS_Other, HS_Weak"
0,1462376353412808704,AA350z,2021-11-21 11:04:26+00:00,Hidup dengan melakukan kesalahan akan tampak lebih terhormat daripada selalu benar karena tidak melakukan apa-apa (George Bernard Shaw),hidup laku salah hormat laku george bernard shaw,,0,Normal
0,1462376314799726596,liltinybits,2021-11-21 11:04:17+00:00,"Tah apa yang bakalan terjadi selanjutnya sumpah gue udh ikhlas banget.
Gapernah mau maksain keadaan seseorang sampe segininya, kesalahan ya klw akhirnya aku bisa sayang sm org?
Gue sayang banget tapi ga pengen ada kejadian yg kyk gini.",tah sumpah gue ikhlas banget paksa orang gin salah ya sayang orang gue sayang banget kayak,,0,Normal
0,1462376160432513030,iraonesyah123,2021-11-21 11:03:40+00:00,"@aprlnd993 @ManUtd_ID Mnrut gw kesalahan Ole hanya musim ini, krna Ole mlah nurut pas Di blanjain Cr7, klo musim ini Ole brhasik datengin gelandang brthan, gw yakin prforma ga sehancur musim ini",mnrut gue salah ole musim ole pas blanjain musim ole brhasik datengin gelandang bhan gue prforma hancur musim,,0,Normal
0,1462376131613499397,my_usagi30,2021-11-21 11:03:34+00:00,"Jika mesin waktu itu ada, apakah kita bisa kembali ke masa lalu dan memperbaiki kesalahan? Sedangkan waktu terus berjalan ke depan.",mesin salah jalan,,0,Normal
0,1462376043457617920,yyatiakmal,2021-11-21 11:03:13+00:00,"sejenis perangai aku. bila mak nak highlight kan kesalahan aku, aku terus tanya topik lain. malas nak dengar. hahaha",jenis perangai mak nak highlight salah topik malas nak dengar haha,,0,Normal
0,1462375848216915968,daskarae,2021-11-21 11:02:26+00:00,@haechanqi Ho'oh kesalahan teknis,oh oh salah teknis,,0,Normal
0,1462375824275902469,EngineerASRS,2021-11-21 11:02:20+00:00,"@PutraWadapi Jokowi = Kita
Ini kesalahan Kita = Jokowi https://t.co/AXf612jqzI",jokowi salah jokowi,,0,Normal
0,1462375761310982152,aDAMNurhadi,2021-11-21 11:02:05+00:00,"Terimakasih Ole, bukan 100% kesalahan lu ini, emang pertahanan MU jelek bgt kaya kelakuan Yana yg disangka ilang secara misterius, eh ga taunya dia maen ke Cirebon 🍌 https://t.co/3CW2KkJwj9",terima kasih ole salah peahanan mu jelek banget kayak laku yana sangka hilang misterius eh tau main cirebon,,0,"Abusive, HS_Individu, HS_Weak, HS"
0,1462375730830974977,bakul_serabiku,2021-11-21 11:01:58+00:00,"@idextratime Kesalahan terbesar ole mang nunjuk orang baru sebagai kapten padahal kan masih ada de Gea, rasford, bahkan mungkin Pogba so mereka jadi maunya kaya ambyar gitu",salah ole mang orang kapten deh gea rasford pogba sok kayak ambyar,,0,Normal
0,1462375714146390023,PlanetKepo,2021-11-21 11:01:54+00:00,Pelajari semua kesalahan yg telah kau buat. Supaya kau tidak lagi mengulang kesalahan tersebut.,ajar salah ulang salah,,0,Abusive
0,1462375664695140355,takbir09,2021-11-21 11:01:42+00:00,"Kita ???

https://t.co/RfdOTZrUX0",,,0,Normal
0,1462375610056318976,cekFAV,2021-11-21 11:01:29+00:00,"Yang namanya manusia itu nggak lepas dr kesalahan, belajarlah dr kesalahan yg pernah kamu lakukan",nama manusia lepas salah bajar salah laku,,0,Abusive
0,1462375605920362502,zarawaw,2021-11-21 11:01:28+00:00,"Kesalahan Bapak, bukan aku. Enak aja ngajak-ngajak.",salah enak ajak ajak,,0,Normal
0,1462375592024686597,copetjat1negara,2021-11-21 11:01:25+00:00,"Sebenarnya mudah melihat kesalahan diri sendiri, 

tapi kadang kita kehilangan waktu krn terlalu sering menilai oranglain.",mudah lihat salah kadang hilang nilai oranglain,,1,"HS, HS_Individu, HS_Other, Abusive"
0,1462375489151012873,rey_0289,2021-11-21 11:01:00+00:00,"@KompasTV Kesalahan elu kaleeee, bukan kitaaaa",salah kalee kitaa,,0,Abusive
