,ID,Username,Date,Tweet,Hashtags,RT,SA,Float
0,1.2266537805375324e+18,merahputih_id_,Sun Feb 09 23:47:06 +0000 2020,hiraukan pasukan golongan putih cuitanya memojokan pasangan capres cawapres jokowi kh ma ruf amin ras blokir akun mereka,JokowiMarufAmin2019; Jokowi2Periode; 2019KitaPilihJokowiAja; jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.9494339823722839
0,1.2266537310195835e+18,Zahrazarra1,Sun Feb 09 23:46:54 +0000 2020,ahok fitnah mengganggu jokowi fight presiden jokowi dicintai rakyatnya catat,2019PilihJokowi; 2019TetapJokowi; ,0.0,Positif,0.7779865860939026
0,1.2266537228407276e+18,SilviiaSandras1,Sun Feb 09 23:46:52 +0000 2020,cinta terlewati cinta terlewati,2019TetapJokowi; Jokowi2Periode; iwartaid; ,0.0,Negatif,0.25067999958992004
0,1.2266536230372557e+18,FujiHans,Sun Feb 09 23:46:28 +0000 2020,salam semangat u kado terindah hut ri salam merdeka merdeka,2019TetapJokowi; 2019TetapJokowi; ,0.0,Positif,0.9417688250541687
0,1.2266463567914557e+18,dwiharyanto26,Sun Feb 09 23:17:36 +0000 2020,cinta kebhinekaan jokowi,TetapJokowi2019; JokowiMaruf2019; jokowi2periode; 2019tetapjokowi; ,0.0,Netral,0.6254985928535461
0,1.226646315636912e+18,merahputih_id_,Sun Feb 09 23:17:26 +0000 2020,hebat jaman jokowi diperhatikan luput veteran perhatian menaikan tunjangan menikmati dn merasakan kesejahtraan dimasa tua nya jokowi,Jokowi2Periode; JokowiMarufAmin2019; jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.8620714545249939
0,1.2266462877364347e+18,cucuhidayat071,Sun Feb 09 23:17:19 +0000 2020,terbukti mahar ini pasangan duo kardus layak kontestan pilpres meng edukasi masyarakat pastikan,,0.0,Negatif,0.05825015902519226
0,1.2266462696757207e+18,SilviiaSandras1,Sun Feb 09 23:17:15 +0000 2020,bahagia bersama mencinta mempermasalahkan kekurangan punya,2019TetapJokowi; Jokowi2Periode; iwartaid; ,0.0,Positif,0.8828061819076538
0,1.2266386936428544e+18,dwiharyanto26,Sun Feb 09 22:47:09 +0000 2020,beliau sibuk kerja sibuk layani rakya,Jokowi2Periode; Jokowi2Periode; jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.9849147796630859
0,1.2266386750202552e+18,merahputih_id_,Sun Feb 09 22:47:04 +0000 2020,jokowi wajib dukung,TetapJokowi; Jokowi2Periode; jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.8817378878593445
0,1.2266385995478303e+18,SilviiaSandras1,Sun Feb 09 22:46:46 +0000 2020,bahagia sederhana mensyukuri mencintai menjaga miliki,2019TetapJokowi; Jokowi2Periode; iwartaid; ,0.0,Positif,0.9331009984016418
0,1.2266311691327898e+18,dwiharyanto26,Sun Feb 09 22:17:15 +0000 2020,cinta tulus hati hati jua sayang murni hati menyentuh hati,2019PilihJokowi; Jokowi2Periode; jokowi2periode; 2019tetapjokowi; ,0.0,Netral,0.6069344878196716
0,1.2266310834137948e+18,SilviiaSandras1,Sun Feb 09 22:16:54 +0000 2020,tuk duniamu seakan engkau hidup selamanya beramal tuk akhiratmu seakan esok engkau tlah tiada,2019TetapJokowi; Jokowi2Periode; iwartaid; ,0.0,Positif,0.9711096286773682
0,1.226623598833492e+18,dwiharyanto26,Sun Feb 09 21:47:10 +0000 2020,beliau cinta rakyat cinta rakyat merakyat terimakasih jokowi semoga sehat semoga melanjutkan periode aamiin,jokowipresidenrakyat; JokowiMarufAmin2019; JokowiMarufAmin2019; Jokowi2Periode; jokowi2periode; 2019tetapjokowi; ,0.0,Negatif,0.07348538935184479
0,1.2266235047762289e+18,SilviiaSandras1,Sun Feb 09 21:46:47 +0000 2020,berharap pribadi saja diketahui dibentuk hal hal diri,2019TetapJokowi; Jokowi2Periode; iwartaid; ,0.0,Positif,0.98667973279953
0,1.226616079096529e+18,dwiharyanto26,Sun Feb 09 21:17:17 +0000 2020,orang orang normal orang orang siuman diam diam ahmad syafi i maarif,JokowiMarufAminJOIN; Jokowi2Periode; jokowi2periode; 2019tetapjokowi; ,0.0,Netral,0.5980238914489746
0,1.2266160559062385e+18,merahputih_id_,Sun Feb 09 21:17:11 +0000 2020,gerombolan kardus diladeni bicara apapun benci kebaikan apapun seseorang dibenci,Jokowi2Periode; JokowiMaruf2019; jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.7943168878555298
0,1.2266159949210542e+18,SilviiaSandras1,Sun Feb 09 21:16:57 +0000 2020,cinta tulus alasan mempertahankan diuji cobaan memisahkan,2019TetapJokowi; Jokowi2Periode; iwartaid; ,0.0,Positif,0.9714475274085999
0,1.2266159932684984e+18,RahayuShintta,Sun Feb 09 21:16:56 +0000 2020,buat ahok fitnah mengganggu jokowi fight presiden jokowi dicintai rakyatnya catat,2019PilihJokowi; 2019TetapJokowi; ,0.0,Positif,0.7779865860939026
0,1.2266084977746248e+18,dwiharyanto26,Sun Feb 09 20:47:09 +0000 2020,pilih gampang,Jokowi2Periode; Jokowi2Periode; jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.977618396282196
0,1.226608480200487e+18,merahputih_id_,Sun Feb 09 20:47:05 +0000 2020,samakan baju baju orang lain menyesal bersikaplah bijaksana baik birfikir arif,Jokowi2Periode; JokowiMaruf2019; jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.9850173592567444
0,1.2266084065443144e+18,SilviiaSandras1,Sun Feb 09 20:46:48 +0000 2020,satu satunya kebijaksanaan sejati apa apa,2019TetapJokowi; Jokowi2Periode; iwartaid; ,0.0,Positif,0.7032691836357117
0,1.226608404967248e+18,RahayuShintta,Sun Feb 09 20:46:47 +0000 2020,kalau terbukti mahar ini pasangan duo kardus layak kontestan pilpres meng edukasi masyarakat pastikan,2019TetapJokowi; 2019JokowiMarufAmin; ,0.0,Negatif,0.05825015902519226
0,1.226600983033086e+18,dwiharyanto26,Sun Feb 09 20:17:18 +0000 2020,rakyat butuh pemimpin jokowi rakyat kerja nyata retorika rangkul rakyat hati pikiran,Jokowi2Periode; jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.9684075713157654
0,1.2266009599853732e+18,merahputih_id_,Sun Feb 09 20:17:12 +0000 2020,tendang tendang sini agenda tersembunyi ribet fokus,Jokowi2Periode; jokowi2periode; 2019tetapjokowi; ,0.0,Netral,0.46130722761154175
0,1.2266008949316895e+18,SilviiaSandras1,Sun Feb 09 20:16:57 +0000 2020,tuhan bilang shalatlah semampumu berbuat semampumu beribadah semampumu saja,2019TetapJokowi; Jokowi2Periode; iwartaid; ,0.0,Negatif,0.1091369241476059
0,1.2265933956713308e+18,dwiharyanto26,Sun Feb 09 19:47:09 +0000 2020,sektor pariwisata andalan pembangunan nasional presiden jokowi mengapresiasi,Jokowi2Periode; jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.7368809580802917
0,1.2265933097384878e+18,SilviiaSandras1,Sun Feb 09 19:46:48 +0000 2020,terkadang berubah baik berbuat tanganmu,2019TetapJokowi; Jokowi2Periode; iwartaid; ,0.0,Positif,0.9885432720184326
0,1.2265858903334543e+18,dwiharyanto26,Sun Feb 09 19:17:19 +0000 2020,lanjutkan,Jokowi2Periode; Jokowi2Periode; jokowi2periode; 2019tetapjokowi; ,0.0,Netral,0.6010496020317078
0,1.226585865742209e+18,merahputih_id_,Sun Feb 09 19:17:13 +0000 2020,politik kebhinekaan ditutup politik identitas,JokowiMaruf; Jokowi2Periode; jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.994347870349884
0,1.2265858094169334e+18,SilviiaSandras1,Sun Feb 09 19:17:00 +0000 2020,semestinya politisi dipilih berbuat karbitan mendadak,2019TetapJokowi; Jokowi2Periode; iwartaid; ,0.0,Netral,0.615486741065979
0,1.226578295338066e+18,dwiharyanto26,Sun Feb 09 18:47:08 +0000 2020,kerja nyata indonesia,Jokowi2Periode; Jokowi2Periode; BersihMerakyatKerjaNyata; jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.9975762963294983
0,1.2265782022455173e+18,SilviiaSandras1,Sun Feb 09 18:46:46 +0000 2020,berbuat baik berbuat buruk buruk agamaku,2019TetapJokowi; Jokowi2Periode; iwartaid; ,0.0,Positif,0.8437668085098267
0,1.226570885873709e+18,farhanputraa85,Sun Feb 09 18:17:42 +0000 2020,hez,mabestni; mabespolri; yogjakarta; 2019GantiPresiden; 2019tetapjokowi; pdip; nasdem; golkar; ppp; pkb; ,1.0,Netral,0.6010496020317078
0,1.2265707676193464e+18,dwiharyanto26,Sun Feb 09 18:17:14 +0000 2020,tenggelamkan antek isis,2019JokowiMaruf; Jokowi2Periode; jokowi2periode; 2019tetapjokowi; ,0.0,Netral,0.6010496020317078
0,1.2265707459767378e+18,merahputih_id_,Sun Feb 09 18:17:09 +0000 2020,cawapresnya dukung setuju kemenangan indonesia raya,Jokowi2Periode; jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.7344701290130615
0,1.2265706802519982e+18,SilviiaSandras1,Sun Feb 09 18:16:53 +0000 2020,berbuat kebaikan bersyukurlah memiliki kesempatan melakukannya,2019TetapJokowi; Jokowi2Periode; iwartaid; ,0.0,Positif,0.9623288512229919
0,1.2265637473862574e+18,ham_hez,Sun Feb 09 17:49:20 +0000 2020,,mabestni; mabespolri; yogjakarta; 2019GantiPresiden; 2019tetapjokowi; pdip; nasdem; golkar; ppp; pkb; hanura; psi; gerindra; pks; pan; demokrat; sumatra; jawa; bali; kalimantan; sulawesi; maluku; papua; bali; nusatenggarabarat; nusatenggaratimur; ICJ; UN; ,1.0,Netral,0.6010496020317078
0,1.2265631988300063e+18,dwiharyanto26,Sun Feb 09 17:47:09 +0000 2020,jokowi bangga indonesia kitaa indonesiaa,Jokowi2Periode; Jokowi2Periode; jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.981694757938385
0,1.226563102293971e+18,SilviiaSandras1,Sun Feb 09 17:46:46 +0000 2020,berbuat kebaikan membuatmu bahagia peduli betapa sedihnya perasaanmu itu,2019TetapJokowi; Jokowi2Periode; iwartaid; ,0.0,Netral,0.6837924122810364
0,1.2265556963694182e+18,dwiharyanto26,Sun Feb 09 17:17:20 +0000 2020,mantabs,Jokowi2Periode; jokowi2periode; 2019tetapjokowi; ,0.0,Netral,0.6010496020317078
0,1.2265556107217306e+18,SilviiaSandras1,Sun Feb 09 17:17:00 +0000 2020,berbuat saja orang orang membutuhkan bantuan sukarelawan,2019TetapJokowi; Jokowi2Periode; iwartaid; ,0.0,Positif,0.8490962982177734
0,1.2265480057817006e+18,SilviiaSandras1,Sun Feb 09 16:46:47 +0000 2020,berbahagialah berbuat bangsanya,2019TetapJokowi; Jokowi2Periode; iwartaid; ,0.0,Positif,0.9847684502601624
0,1.2265405727786967e+18,dwiharyanto26,Sun Feb 09 16:17:15 +0000 2020,yups penting,Jokowi2Periode; 2019JokowiMaruf; jokowi2periode; 2019tetapjokowi; ,0.0,Netral,0.6010496020317078
0,1.226540572044714e+18,NurCahyo_404,Sun Feb 09 16:17:15 +0000 2020,yess,Jokowi2Periode; 2019JokowiMaruf; jokowi2periode; 2019tetapjokowi; ,0.0,Netral,0.6010496020317078
0,1.2265404825970237e+18,SilviiaSandras1,Sun Feb 09 16:16:53 +0000 2020,berbuat kebaikan saat dibalas kebaikan juga,Jokowi2Periode; 2019TetapJokowi; iwartaid; ,0.0,Positif,0.9648592472076416
0,1.2265329989059092e+18,dwiharyanto26,Sun Feb 09 15:47:09 +0000 2020,love you full presiden jokowi,Jokowi2Periode; Jokowi2Periode; jokowi2periode; 2019tetapjokowi; ,0.0,Negatif,0.02258368395268917
0,1.2265329069542154e+18,SilviiaSandras1,Sun Feb 09 15:46:47 +0000 2020,takut salah berbuat alpa situ pembelajar dewasa,Jokowi2Periode; 2019TetapJokowi; iwartaid; ,0.0,Netral,0.5951994061470032
0,1.2265329052470764e+18,RahayuShintta,Sun Feb 09 15:46:47 +0000 2020,dgn memilih golongan putih negri jatuh tangan salah kecewa boleh tapi menggadaikan negri tangan durjana dosa tanggung seumur hidup keturunan terima akibatnya,Jokowi2Periode; 2019TetapJokowi; ,0.0,Positif,0.9911314845085144
0,1.2265255030261637e+18,dwiharyanto26,Sun Feb 09 15:17:22 +0000 2020,sayang nomor to golongan putih,Jokowi2Periode; Jokowi2Periode; jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.7024587392807007
0,1.2265254753270866e+18,merahputih_id_,Sun Feb 09 15:17:15 +0000 2020,mendukung kubu sebelah iya silahkan saja hak anda,Jokowi2Periode; jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.9468758702278137
0,1.2265254255114035e+18,SilviiaSandras1,Sun Feb 09 15:17:03 +0000 2020,takut berbuat adil sesungguhnya pertolongan allah tertukar,Jokowi2Periode; 2019TetapJokowi; iwartaid; ,0.0,Positif,0.9277340173721313
0,1.2265179086515364e+18,dwiharyanto26,Sun Feb 09 14:47:11 +0000 2020,semoga berhasil jokowi,jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.9634682536125183
0,1.22651781633912e+18,SilviiaSandras1,Sun Feb 09 14:46:49 +0000 2020,berbuat baiklah mungkin mungkin,Jokowi2Periode; 2019TetapJokowi; iwartaid; ,0.0,Positif,0.9788629412651062
0,1.2265104230311076e+18,dwiharyanto26,Sun Feb 09 14:17:26 +0000 2020,setuju jokowi pilih wakil mantap,jokowi2periode; 2019tetapjokowi; ,0.0,Negatif,0.010876842774450779
0,1.2265103360621814e+18,SilviiaSandras1,Sun Feb 09 14:17:06 +0000 2020,berbuat baiklah temanmu menjaga mereka berbuat baiklah musuhmu mengalahkan mereka,Jokowi2Periode; 2019TetapJokowi; iwartaid; ,0.0,Positif,0.9814086556434631
0,1.2265028068796662e+18,dwiharyanto26,Sun Feb 09 13:47:11 +0000 2020,jokowi pilih wakil pass semoga beliau memperbaiki melanjutkan tugasnya salam,jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.987404465675354
0,1.226502715129262e+18,SilviiaSandras1,Sun Feb 09 13:46:49 +0000 2020,ingatlah berbuat baik hewan sekalipun,Jokowi2Periode; 2019TetapJokowi; iwartaid; ,0.0,Positif,0.9870625138282776
0,1.2264953111425147e+18,dwiharyanto26,Sun Feb 09 13:17:24 +0000 2020,salam periode jokowi,jokowi2periode; 2019tetapjokowi; ,0.0,Netral,0.5881134271621704
0,1.2264952268537856e+18,SilviiaSandras1,Sun Feb 09 13:17:03 +0000 2020,maafkanlah temanmu berbuat kesalahan sekali sekali mencelanya,Jokowi2Periode; 2019TetapJokowi; iwartaid; ,0.0,Positif,0.9926456212997437
0,1.226487708693885e+18,dwiharyanto26,Sun Feb 09 12:47:11 +0000 2020,cinta utama dukungan cinta jokowi,jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.974733829498291
0,1.2264876206973297e+18,SilviiaSandras1,Sun Feb 09 12:46:50 +0000 2020,berbuat seseorang diingat berbuat kamu dilupakan,Jokowi2Periode; 2019TetapJokowi; iwartaid; ,0.0,Positif,0.979967474937439
0,1.2264801977901384e+18,dwiharyanto26,Sun Feb 09 12:17:20 +0000 2020,ramaikan hastag,jokowi2periode; 2019tetapjokowi; ,0.0,Negatif,0.0036838287487626076
0,1.2264801016105165e+18,SilviiaSandras1,Sun Feb 09 12:16:57 +0000 2020,orang hebat bicara hebat berbuat,Jokowi2Periode; 2019TetapJokowi; iwartaid; ,0.0,Positif,0.8137935400009155
0,1.226472606028587e+18,dwiharyanto26,Sun Feb 09 11:47:10 +0000 2020,bismilah jokowi presiden,jokowi2periode; 2019tetapjokowi; ,0.0,Negatif,0.0011686511570587754
0,1.2264725874939576e+18,merahputih_id_,Sun Feb 09 11:47:06 +0000 2020,biarkan indonesia tercinta terpecah belah,2019jokowilanjut; Jokowi2Periode; 2019JokowiMaruf; 2019JokowiMarufAmin; jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.9919509887695312
0,1.226472508011864e+18,SilviiaSandras1,Sun Feb 09 11:46:47 +0000 2020,hati tentram berbuat kebaikan orang lain,Jokowi2Periode; 2019TetapJokowi; iwartaid; ,0.0,Positif,0.9395408630371094
0,1.2264651497933578e+18,dwiharyanto26,Sun Feb 09 11:17:32 +0000 2020,kerja nyata hasil nyata biarkan orang berpikir apa optimis jokowi salam,jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.9352408051490784
0,1.2264650676898652e+18,SilviiaSandras1,Sun Feb 09 11:17:13 +0000 2020,berbuat kebajikan hamba ikhlas menyembunyikan amal pandangan manusia sembunyikan aib aibnya,Jokowi2Periode; 2019TetapJokowi; iwartaid; ,0.0,Netral,0.5465050339698792
0,1.22645750926882e+18,dwiharyanto26,Sun Feb 09 10:47:11 +0000 2020,urusan cinta belakangan dukung jokowi,Jokowi2Periode; Jokowi2Peroide; jokowi2periode; 2019tetapjokowi; ,0.0,Negatif,0.0041250730864703655
0,1.2264574895640003e+18,merahputih_id_,Sun Feb 09 10:47:06 +0000 2020,merdeka indonesia kepeminpinan jokowi,jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.9790599346160889
0,1.2264574156645622e+18,SilviiaSandras1,Sun Feb 09 10:46:49 +0000 2020,berbuat biarkan menerima kebaikanmu mengingatnya,Jokowi2Periode; 2019TetapJokowi; iwartaid; ,0.0,Positif,0.9929646253585815
0,1.2264500053822013e+18,dwiharyanto26,Sun Feb 09 10:17:22 +0000 2020,pilih siapapun pemimpin pilih jokowi,Jokowi2Periode; Jokowi2Peroide; jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.98888099193573
0,1.2264499685729853e+18,merahputih_id_,Sun Feb 09 10:17:13 +0000 2020,ayo dukung jokowi depan indonesia damai,jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.9952678084373474
0,1.2264499039303352e+18,SilviiaSandras1,Sun Feb 09 10:16:58 +0000 2020,lakukan dilupakan besok berbuat baiklah apapun terjadi,Jokowi2Periode; 2019TetapJokowi; iwartaid; ,0.0,Positif,0.828367292881012
0,1.2264424106971914e+18,dwiharyanto26,Sun Feb 09 09:47:11 +0000 2020,ayo dukung jokowi peroide,Jokowi2Periode; Jokowi2Peroide; jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.946767270565033
0,1.2264423915627725e+18,merahputih_id_,Sun Feb 09 09:47:07 +0000 2020,mari dukung sukseskan asian games,jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.9965648055076599
0,1.226442314874151e+18,SilviiaSandras1,Sun Feb 09 09:46:48 +0000 2020,kebahagiaan kesetiaan setia indahnya cukup setia indahnya berbagi setia indahnya ketulusan berbuat baik,Jokowi2Periode; 2019TetapJokowi; iwartaid; ,0.0,Positif,0.9893053770065308
0,1.2264349233444823e+18,dwiharyanto26,Sun Feb 09 09:17:26 +0000 2020,fokus meningkatkan kualitas sdm melanjutkan program pembangunan berkesinambungan indonesia berkemajuan berkeadilan sosial,JokowiYesss; JokowiSekaliLagi; Jokowi2Periode; JokowiMembangunIndonesia; MenujuIndonesiaMaju; jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.9524273872375488
0,1.2264348934684508e+18,merahputih_id_,Sun Feb 09 09:17:19 +0000 2020,terkadang keputusan berhenti pilihan menyerah sadar dilanjutkan,jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.7533503770828247
0,1.2264348308516987e+18,SilviiaSandras1,Sun Feb 09 09:17:04 +0000 2020,puncak kebahagian tertinggi berbagi kebahagian orang orang sekeliling kita,Jokowi2Periode; 2019TetapJokowi; iwartaid; ,0.0,Positif,0.9917465448379517
0,1.2264273190251643e+18,dwiharyanto26,Sun Feb 09 08:47:13 +0000 2020,sebutan jenderal kardus dibalas jenderal baper partai koalisi nya jokowi ya senyam senyum dpp pp ya pdi perjuangan nasdem partaihanura psi id pkpi id partaiperindo,jokowi2periode; 2019tetapjokowi; ,0.0,Netral,0.5134977698326111
0,1.2264272920809554e+18,merahputih_id_,Sun Feb 09 08:47:07 +0000 2020,menyesali lalu perbaikilah salah depanmu,jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.9674398303031921
0,1.2264272142346527e+18,SilviiaSandras1,Sun Feb 09 08:46:48 +0000 2020,hebat sendiri peduli ber,Jokowi2Periode; 2019TetapJokowi; iwartaidbagi; ,0.0,Netral,0.6156042218208313
0,1.2264198348349727e+18,dwiharyanto26,Sun Feb 09 08:17:29 +0000 2020,ketemu janji manis perjuangan terbitlah jenderal kardus menarik dunia twitter an,JokowiMenang2019; Jokowi2Periode; jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.9595772624015808
0,1.2264198038726124e+18,merahputih_id_,Sun Feb 09 08:17:21 +0000 2020,perhatian berniat mempertanggung jawabkan muncul setelahnya,jokowi2periode; 2019tetapjokowi; ,0.0,Positif,0.7480619549751282
0,1.226419743285887e+18,SilviiaSandras1,Sun Feb 09 08:17:07 +0000 2020,berkahkan hidup berbagi karena berbagi rugi,Jokowi2Periode; 2019TetapJokowi; iwartaid; ,0.0,Positif,0.9944568872451782
